,material_id,cif,energy_per_atom
5777,C-57120-3338-23,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.46412000
_cell_length_b   5.61488000
_cell_length_c   6.76744000
_cell_angle_alpha   91.87963000
_cell_angle_beta   82.66266000
_cell_angle_gamma   97.02290000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C16
_cell_volume   92.15502514
_cell_formula_units_Z   16
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.71568610  0.62759644  0.91293438  1
  C  C1  1  0.16067430  0.50952771  0.00676342  1
  C  C2  1  0.24667311  0.25817334  0.06688969  1
  C  C3  1  0.59068123  0.77747699  0.23369407  1
  C  C4  1  0.59076567  0.92322576  0.42344280  1
  C  C5  1  0.25393626  1.02522386  0.96356025  1
  C  C6  1  0.16284426  0.07970581  0.42664316  1
  C  C7  1  0.04170655  0.62580660  0.22241305  1
  C  C8  1  0.29062503  0.27457484  0.28219401  1
  C  C9  1  0.22448453  0.23742537  0.61688651  1
  C  C10  1  0.37925708  0.80258924  0.63088638  1
  C  C11  1  0.69830572  0.87855772  0.02202949  1
  C  C12  1  0.29382779  1.03586175  0.74810195  1
  C  C13  1  0.77408775  0.40281782  0.58174756  1
  C  C14  1  -0.15638379  0.41896300  0.35247410  1
  C  C15  1  0.80342750  0.64987875  0.68615318  1
",-154.077915
8809,C-40102-7970-27,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47543000
_cell_length_b   3.72279000
_cell_length_c   4.24867000
_cell_angle_alpha   64.01331000
_cell_angle_beta   89.98737000
_cell_angle_gamma   89.95450000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   35.19503701
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.50350833  0.30637208  0.32173479  1
  C  C1  1  0.50323864  0.74138836  1.04376953  1
  C  C2  1  0.50290160  0.89825686  0.32156855  1
  C  C3  1  1.00344581  0.28685977  0.54452903  1
  C  C4  1  0.00322754  0.69486748  0.54462582  1
  C  C5  1  1.00325887  0.85208734  0.82239287  1
",-154.28658616666667
7886,C-137399-7235-5,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47956000
_cell_length_b   6.91585000
_cell_length_c   6.73020000
_cell_angle_alpha   101.72383000
_cell_angle_beta   111.61293000
_cell_angle_gamma   90.03826000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C18
_cell_volume   104.69660628
_cell_formula_units_Z   18
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.61904604  0.82618793  0.71413476  1
  C  C1  1  -0.13805797  0.58374411  0.45760914  1
  C  C2  1  0.41794507  0.06396122  0.01602349  1
  C  C3  1  0.45315580  0.69688396  0.04982593  1
  C  C4  1  0.88480080  0.57259054  0.98205273  1
  C  C5  1  0.34544740  0.87633015  0.44183878  1
  C  C6  1  0.50175404  0.61448792  0.59754404  1
  C  C7  1  0.26643769  0.86651623  0.86144773  1
  C  C8  1  0.75760867  0.37010951  0.35426577  1
  C  C9  1  0.64005615  0.46946535  0.73790111  1
  C  C10  1  0.73720264  0.76200335  0.33460920  1
  C  C11  1  0.30919484  0.08245035  0.40871227  1
  C  C12  1  0.32377051  0.26309260  0.92178344  1
  C  C13  1  1.13363368  0.31968724  0.23086175  1
  C  C14  1  0.06262479  1.09877910  0.16163895  1
  C  C15  1  0.93091192  0.37028691  0.02761571  1
  C  C16  1  0.89089143  0.20615201  0.49029472  1
  C  C17  1  1.11379892  0.33300462  0.71140927  1
",-154.1761827777778
8538,C-170908-5383-14,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.49919000
_cell_length_b   4.26059000
_cell_length_c   5.15198000
_cell_angle_alpha   61.00097000
_cell_angle_beta   89.86721000
_cell_angle_gamma   89.99839000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   47.98052700
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.33744307  0.01413346  0.59482877  1
  C  C1  1  0.83736854  0.80353944  0.62133959  1
  C  C2  1  0.33556749  0.58785074  0.08712280  1
  C  C3  1  0.83601347  0.50869536  0.96147973  1
  C  C4  1  -0.16302231  0.50213716  0.54119295  1
  C  C5  1  0.83568906  0.20719162  0.88097071  1
  C  C6  1  0.33549336  0.99695613  0.90680593  1
  C  C7  1  0.33742671  0.42306489  0.41571462  1
",-154.2349775
6174,C-34631-1494-53,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.50848000
_cell_length_b   3.41731000
_cell_length_c   6.35741000
_cell_angle_alpha   97.96410000
_cell_angle_beta   90.00822000
_cell_angle_gamma   111.56014000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   50.11825259
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.50757672  0.01424377  0.32416026  1
  C  C1  1  0.61245390  0.22319621  0.92748189  1
  C  C2  1  0.34334324  0.68575234  0.48791949  1
  C  C3  1  0.84413582  0.68735128  0.98775941  1
  C  C4  1  0.44803673  0.89476418  0.09192530  1
  C  C5  1  1.00813966  1.01539297  0.82410736  1
  C  C6  1  0.94747039  -0.10644121  0.59198878  1
  C  C7  1  0.11166893  0.22155066  0.42765432  1
",-154.12461875
9947,C-57137-3912-36,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42896000
_cell_length_b   4.15630000
_cell_length_c   6.21083000
_cell_angle_alpha   72.45216000
_cell_angle_beta   78.78253000
_cell_angle_gamma   89.93005000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   58.53079499
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.21946586  0.08696189  0.78445953  1
  C  C1  1  1.02395241  0.29547352  0.17849062  1
  C  C2  1  -0.11906257  0.62362701  0.46386899  1
  C  C3  1  0.67028963  1.13288772  0.88371722  1
  C  C4  1  0.36740002  0.76632311  0.49244968  1
  C  C5  1  0.57287382  0.25061376  0.07901875  1
  C  C6  1  0.90046403  0.29142125  0.42317819  1
  C  C7  1  0.34420969  0.09443394  0.53859512  1
",-154.24644
2364,C-130540-5836-49,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.79550000
_cell_length_b   4.32512000
_cell_length_c   5.87344000
_cell_angle_alpha   53.98316000
_cell_angle_beta   54.65257000
_cell_angle_gamma   56.40810000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   44.34055150
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  -0.36530746  0.17054666  0.36044383  1
  C  C1  1  0.29092167  0.82558182  1.05072401  1
  C  C2  1  0.01538881  0.78808714  0.36046205  1
  C  C3  1  0.67266220  0.44331191  0.05057870  1
  C  C4  1  1.07618253  0.22971487  0.86062273  1
  C  C5  1  0.23114635  0.38404709  0.55047449  1
",-154.12712183333335
8061,C-176635-5996-20,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.46200000
_cell_length_b   6.13055000
_cell_length_c   6.63125000
_cell_angle_alpha   115.23306000
_cell_angle_beta   79.28260000
_cell_angle_gamma   101.58422000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   88.12306028
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  1.13093586  1.11942814  0.69341410  1
  C  C1  1  0.26810483  0.20997852  0.51109452  1
  C  C2  1  0.93626731  0.37878741  0.34147755  1
  C  C3  1  0.46561653  0.73023018  0.62729621  1
  C  C4  1  0.79863809  0.12839844  0.36603793  1
  C  C5  1  0.36988800  0.78515799  0.87303125  1
  C  C6  1  0.14199845  0.75434120  0.29542453  1
  C  C7  1  0.59522632  0.38303247  0.02860013  1
  C  C8  1  0.07155233  0.47024743  0.16052257  1
  C  C9  1  0.05161179  0.83411461  0.55899430  1
  C  C10  1  0.61015264  0.20756523  0.82501111  1
  C  C11  1  0.82265597  0.80148664  0.98103896  1
  C  C12  1  0.40280257  0.45923303  0.48599007  1
  C  C13  1  0.72752761  0.85733892  0.22697637  1
",-154.20805142857142
3374,C-40140-2962-32,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48065000
_cell_length_b   5.03939000
_cell_length_c   5.04076000
_cell_angle_alpha   65.65293000
_cell_angle_beta   89.98686000
_cell_angle_gamma   89.99052000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   57.41016372
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.76752184  -0.06023297  0.34796459  1
  C  C1  1  0.26761074  0.33014340  0.01379136  1
  C  C2  1  0.76821825  0.05851650  0.75941879  1
  C  C3  1  0.26797785  0.52185599  0.46394321  1
  C  C4  1  0.76730744  0.79798079  0.67444275  1
  C  C5  1  -0.23251511  0.26595121  0.20671037  1
  C  C6  1  0.26741957  0.60530384  0.73816326  1
  C  C7  1  0.76810202  0.35051143  0.46681699  1
  C  C8  1  0.26769255  0.83783235  0.24675831  1
  C  C9  1  0.26817254  1.05590465  0.93071217  1
",-154.33966600000002
2260,C-193930-7354-10,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.67864000
_cell_length_b   4.32591000
_cell_length_c   4.80187000
_cell_angle_alpha   110.23289000
_cell_angle_beta   87.00398000
_cell_angle_gamma   123.06429000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   43.09040570
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.12576278  0.43789075  0.55690530  1
  C  C1  1  0.74336212  0.05498030  0.55655009  1
  C  C2  1  0.33741377  0.65088210  0.36443145  1
  C  C3  1  0.39362590  0.70759701  0.86359239  1
  C  C4  1  0.77543981  0.09044691  0.86369010  1
  C  C5  1  1.18100062  0.49470243  0.05602378  1
",-154.08188316666667
3780,C-107760-8155-1,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.53149000
_cell_length_b   4.80116000
_cell_length_c   4.15929000
_cell_angle_alpha   89.98522000
_cell_angle_beta   90.21181000
_cell_angle_gamma   74.02886000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   48.60070309
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.41848262  -0.08382542  0.87278110  1
  C  C1  1  0.00419173  0.75269761  0.00313671  1
  C  C2  1  0.27153929  0.20562610  1.02149245  1
  C  C3  1  1.14958284  0.46280957  0.52147512  1
  C  C4  1  0.27168201  0.20551870  0.35432110  1
  C  C5  1  0.14899908  0.46312584  0.85414639  1
  C  C6  1  1.00377368  0.75251736  0.37268268  1
  C  C7  1  0.41815605  0.91589954  0.50307854  1
",-154.263
5950,C-170333-3244-8,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.51487000
_cell_length_b   4.23118000
_cell_length_c   6.14243000
_cell_angle_alpha   90.02993000
_cell_angle_beta   114.41280000
_cell_angle_gamma   90.00272000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   59.51695451
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.08981602  0.08396889  0.75411582  1
  C  C1  1  -0.14530309  0.23747918  0.51663112  1
  C  C2  1  0.97127935  0.08124540  0.13148034  1
  C  C3  1  0.63012365  1.07931714  0.28843933  1
  C  C4  1  0.97107838  0.71678930  0.13143990  1
  C  C5  1  0.08973183  0.71385947  0.75407853  1
  C  C6  1  0.72390527  0.58127853  0.88607517  1
  C  C7  1  0.85461928  0.55954350  0.51652670  1
  C  C8  1  0.72402972  0.21672153  0.88618809  1
  C  C9  1  0.62988810  0.71815645  0.28837240  1
",-154.136592
4709,C-134173-4385-19,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48729000
_cell_length_b   2.48740000
_cell_length_c   8.24344000
_cell_angle_alpha   81.30914000
_cell_angle_beta   89.98547000
_cell_angle_gamma   59.97544000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   43.48088697
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.69318862  -0.02844229  0.76313741  1
  C  C1  1  0.50522242  0.34724372  0.20067471  1
  C  C2  1  0.75549423  0.84745554  0.95065731  1
  C  C3  1  0.25521050  0.84709713  0.45085059  1
  C  C4  1  0.19291450  -0.02861374  0.26311671  1
  C  C5  1  0.44316310  0.47167627  1.01302092  1
  C  C6  1  -0.05706957  0.47131862  0.51323609  1
  C  C7  1  1.00548410  1.34725855  0.70082866  1
",-154.5406225
1288,C-40126-7915-50,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.46146000
_cell_length_b   3.39656000
_cell_length_c   6.06423000
_cell_angle_alpha   109.99007000
_cell_angle_beta   101.68499000
_cell_angle_gamma   111.30111000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   41.18408719
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.36976520  0.83817022  0.30471921  1
  C  C1  1  0.46559027  0.35393369  0.98232237  1
  C  C2  1  0.22289492  1.14378646  0.70682353  1
  C  C3  1  0.83923151  0.90339935  0.17842372  1
  C  C4  1  0.61184681  0.04696227  0.58021676  1
  C  C5  1  -0.00355532  0.28971631  0.10903881  1
",-154.16265516666667
4418,C-130534-5496-37,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43944000
_cell_length_b   4.22629000
_cell_length_c   6.52853000
_cell_angle_alpha   90.01494000
_cell_angle_beta   79.24906000
_cell_angle_gamma   89.98962000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   66.12628011
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.67109927  0.34260006  0.24405679  1
  C  C1  1  -0.00125163  0.38423093  0.57892890  1
  C  C2  1  0.68442212  0.99139024  0.22957451  1
  C  C3  1  -0.11618574  0.33780241  0.80901686  1
  C  C4  1  0.33809772  0.49085359  0.90228184  1
  C  C5  1  0.21773263  0.49447603  0.14981050  1
  C  C6  1  1.19075215  0.83451634  0.21505395  1
  C  C7  1  0.55015678  0.38617996  0.47510487  1
  C  C8  1  0.87605869  -0.01322228  0.82374749  1
  C  C9  1  0.37145290  0.82952882  0.83514620  1
",-154.255122
4437,C-142757-9743-7,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43115000
_cell_length_b   4.65586000
_cell_length_c   5.81552000
_cell_angle_alpha   114.04433000
_cell_angle_beta   90.19185000
_cell_angle_gamma   104.93033000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   57.64587149
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.95258485  0.30035966  0.11543291  1
  C  C1  1  0.11901487  0.63358641  0.28149606  1
  C  C2  1  0.36904581  0.13378971  1.03095373  1
  C  C3  1  0.45257477  0.30028300  0.61558569  1
  C  C4  1  0.70257417  0.80057199  0.36462406  1
  C  C5  1  0.86904391  0.13370540  0.53107043  1
  C  C6  1  0.61902244  0.63345683  0.78192361  1
  C  C7  1  0.20256248  0.80046139  0.86507301  1
",-154.45451875
8138,C-126181-8319-23,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48185000
_cell_length_b   3.68980000
_cell_length_c   4.84124000
_cell_angle_alpha   57.44446000
_cell_angle_beta   75.06571000
_cell_angle_gamma   70.30740000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   35.01882245
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.30683545  0.28796723  0.93374466  1
  C  C1  1  0.85491165  0.70353838  0.42954913  1
  C  C2  1  0.72851930  0.57544811  0.80294164  1
  C  C3  1  0.53179017  0.04849399  0.72704753  1
  C  C4  1  0.27656275  0.99100240  0.29875542  1
  C  C5  1  1.05161508  0.23067889  0.50546342  1
",-154.31375516666665
8520,C-53804-8031-30,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45040000
_cell_length_b   5.96605000
_cell_length_c   5.47797000
_cell_angle_alpha   56.68404000
_cell_angle_beta   63.47186000
_cell_angle_gamma   65.90344000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   58.43683306
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.53695555  0.52900441  0.89174584  1
  C  C1  1  1.04955947  0.35800267  0.04869974  1
  C  C2  1  0.72339397  0.68478162  0.54827052  1
  C  C3  1  0.20170967  0.73436491  0.02291110  1
  C  C4  1  -0.20324805  1.06687814  0.59482230  1
  C  C5  1  0.06679110  0.52991252  0.35957928  1
  C  C6  1  0.12794517  0.87826735  0.45177237  1
  C  C7  1  0.60911439  0.92278883  0.92890710  1
  C  C8  1  0.72207366  0.35865860  0.37442693  1
  C  C9  1  0.27332848  0.06622475  0.12014301  1
",-154.213998
4122,C-170920-9068-46,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42990000
_cell_length_b   4.71905000
_cell_length_c   6.14817000
_cell_angle_alpha   106.38349000
_cell_angle_beta   90.05837000
_cell_angle_gamma   120.90488000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   57.11555720
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.28045206  0.36224959  0.49989269  1
  C  C1  1  0.94806068  1.02961356  0.33261601  1
  C  C2  1  -0.05175677  0.02979384  0.83231977  1
  C  C3  1  0.94813970  0.52969639  1.08264660  1
  C  C4  1  0.28065596  0.36243751  0.99959005  1
  C  C5  1  0.28060030  0.86238582  0.24971386  1
  C  C6  1  0.28066888  0.86248309  0.74957817  1
  C  C7  1  0.94804658  0.52959799  0.58279026  1
",-154.4401075
6937,C-76030-274-7,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47113000
_cell_length_b   2.54101000
_cell_length_c   8.47187000
_cell_angle_alpha   73.28000000
_cell_angle_beta   73.04573000
_cell_angle_gamma   89.98193000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   48.52973372
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  -0.02664515  1.20510258  0.17821050  1
  C  C1  1  0.74564749  0.48333296  0.90898791  1
  C  C2  1  0.46707619  0.19681725  0.68816808  1
  C  C3  1  0.79959678  1.01999521  0.35539229  1
  C  C4  1  0.34996362  0.58456715  0.80573096  1
  C  C5  1  0.56506394  0.29974444  0.08629249  1
  C  C6  1  0.07916974  0.30494730  0.57617218  1
  C  C7  1  0.19747540  -0.08296049  0.45861890  1
",-154.255125
481,C-152591-5216-24,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43008000
_cell_length_b   2.42987000
_cell_length_c   8.47326000
_cell_angle_alpha   84.99956000
_cell_angle_beta   98.32270000
_cell_angle_gamma   120.02618000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   42.85563162
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.05253113  1.02320314  0.50652595  1
  C  C1  1  0.89175232  0.02827361  0.18163147  1
  C  C2  1  0.38630442  0.69051244  0.50687714  1
  C  C3  1  0.05662864  0.69503744  0.85007720  1
  C  C4  1  0.55869318  0.36199665  0.18164440  1
  C  C5  1  0.72328491  1.02778682  0.85054394  1
",-154.45535833333335
6266,C-28256-8272-40,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.46118000
_cell_length_b   4.22086000
_cell_length_c   5.56647000
_cell_angle_alpha   98.92299000
_cell_angle_beta   90.53700000
_cell_angle_gamma   90.68285000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   57.11856811
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  1.04118294  0.29005793  0.37852255  1
  C  C1  1  1.12362462  -0.07360965  0.38634214  1
  C  C2  1  0.38149855  0.29325200  0.96659747  1
  C  C3  1  0.76013371  0.79010464  -0.01262135  1
  C  C4  1  0.26914258  0.94388061  0.89058282  1
  C  C5  1  0.52259198  0.39705096  0.24399567  1
  C  C6  1  0.62971816  0.76779625  0.25281485  1
  C  C7  1  1.15000491  0.81770729  0.62702349  1
  C  C8  1  -0.00036262  0.49253922  0.61794959  1
  C  C9  1  0.87064257  0.44511513  0.87044129  1
",-154.07122099999998
